country_code,country_name,year,source,capacity_gw,share_pct
SE,Sweden,2023,total_renewable,,33.65
SI,Slovenia,2023,total_renewable,,10.02
SK,Slovakia,2023,total_renewable,,9.18
XK,Kosovo,2023,total_renewable,,0.0
BE,Belgium,2023,total_renewable,,74.0
DE,Germany,2023,total_renewable,,21.26
DK,Denmark,2023,total_renewable,,70.0
EA20,EA20,2023,total_renewable,,23.31
EA21,EA21,2023,total_renewable,,23.31
ES,Spain,2023,total_renewable,,82.0
HU,Hungary,2023,total_renewable,,20.0
IT,Italy,2023,total_renewable,,28.0
LU,Luxembourg,2023,total_renewable,,82.0
AL,Albania,2024,total_renewable,,43.11
AT,Austria,2024,total_renewable,,42.95
BE,Belgium,2024,total_renewable,,14.34
BG,Bulgaria,2024,total_renewable,,23.21
CY,Cyprus,2024,total_renewable,,20.84
CZ,Czechia,2024,total_renewable,,19.21
DE,Germany,2024,total_renewable,,22.47
DK,Denmark,2024,total_renewable,,46.46
EA20,EA20,2024,total_renewable,,24.2
EA21,EA21,2024,total_renewable,,47.42
EE,Estonia,2024,total_renewable,,42.23
EL,Greece,2024,total_renewable,,25.36
ES,Spain,2024,total_renewable,,25.42
FI,Finland,2024,total_renewable,,52.12
FR,France,2024,total_renewable,,23.23
GE,Georgia,2024,total_renewable,,19.45
HR,Croatia,2024,total_renewable,,26.48
HU,Hungary,2024,total_renewable,,18.26
IE,Ireland,2024,total_renewable,,16.06
IS,Iceland,2024,total_renewable,,79.33
IT,Italy,2024,total_renewable,,19.39
LT,Lithuania,2024,total_renewable,,35.41
LU,Luxembourg,2024,total_renewable,,14.74
LV,Latvia,2024,total_renewable,,45.54
MD,Moldova,2024,total_renewable,,20.77
ME,Montenegro,2024,total_renewable,,40.82
MK,North Macedonia,2024,total_renewable,,21.81
MT,Malta,2024,total_renewable,,17.21
NL,Netherlands,2024,total_renewable,,20.18
NO,Norway,2024,total_renewable,,77.93
PL,Poland,2024,total_renewable,,17.77
PT,Portugal,2024,total_renewable,,36.32
RO,Romania,2024,total_renewable,,25.38
RS,Serbia,2024,total_renewable,,25.86
SE,Sweden,2024,total_renewable,,62.85
SI,Slovenia,2024,total_renewable,,25.0
SK,Slovakia,2024,total_renewable,,18.09
XK,Kosovo,2024,total_renewable,,18.02
AL,Albania,2024,total_renewable,,105.19
AT,Austria,2024,total_renewable,,90.06
BE,Belgium,2024,total_renewable,,31.27
BG,Bulgaria,2024,total_renewable,,33.84
CY,Cyprus,2024,total_renewable,,24.09
CZ,Czechia,2024,total_renewable,,17.93
DE,Germany,2024,total_renewable,,54.08
DK,Denmark,2024,total_renewable,,79.66
EA20,EA20,2024,total_renewable,,47.36
EA21,EA21,2024,total_renewable,,81.2
EE,Estonia,2024,total_renewable,,38.88
EL,Greece,2024,total_renewable,,51.25
ES,Spain,2024,total_renewable,,59.67
FI,Finland,2024,total_renewable,,54.31
FR,France,2024,total_renewable,,31.34
GE,Georgia,2024,total_renewable,,68.41
HR,Croatia,2024,total_renewable,,58.04
HU,Hungary,2024,total_renewable,,24.06
IE,Ireland,2024,total_renewable,,41.34
IS,Iceland,2024,total_renewable,,102.44
IT,Italy,2024,total_renewable,,40.65
LT,Lithuania,2024,total_renewable,,48.99
LU,Luxembourg,2024,total_renewable,,20.5
LV,Latvia,2024,total_renewable,,55.51
MD,Moldova,2024,total_renewable,,13.69
ME,Montenegro,2024,total_renewable,,66.57
MK,North Macedonia,2024,total_renewable,,40.07
MT,Malta,2024,total_renewable,,10.66
NL,Netherlands,2024,total_renewable,,50.54
NO,Norway,2024,total_renewable,,115.06
PL,Poland,2024,total_renewable,,30.37
PT,Portugal,2024,total_renewable,,65.8
RO,Romania,2024,total_renewable,,47.64
RS,Serbia,2024,total_renewable,,32.05
SE,Sweden,2024,total_renewable,,88.14
SI,Slovenia,2024,total_renewable,,43.08
SK,Slovakia,2024,total_renewable,,24.91
XK,Kosovo,2024,total_renewable,,9.36
AL,Albania,2024,total_renewable,,3.37
AT,Austria,2024,total_renewable,,42.17
BE,Belgium,2024,total_renewable,,11.26
BG,Bulgaria,2024,total_renewable,,34.19
CY,Cyprus,2024,total_renewable,,42.3
CZ,Czechia,2024,total_renewable,,29.06
DE,Germany,2024,total_renewable,,17.68
DK,Denmark,2024,total_renewable,,56.42
EA20,EA20,2024,total_renewable,,24.57
EA21,EA21,2024,total_renewable,,58.76
EE,Estonia,2024,total_renewable,,67.81
EL,Greece,2024,total_renewable,,32.64
ES,Spain,2024,total_renewable,,21.57
FI,Finland,2024,total_renewable,,62.59
FR,France,2024,total_renewable,,31.32
GE,Georgia,2024,total_renewable,,9.33
HR,Croatia,2024,total_renewable,,34.8
HU,Hungary,2024,total_renewable,,22.61
IE,Ireland,2024,total_renewable,,7.91
IS,Iceland,2024,total_renewable,,79.45
IT,Italy,2024,total_renewable,,20.22
LT,Lithuania,2024,total_renewable,,52.08
LU,Luxembourg,2024,total_renewable,,19.03
LV,Latvia,2024,total_renewable,,61.79
MD,Moldova,2024,total_renewable,,36.65
ME,Montenegro,2024,total_renewable,,68.3
MK,North Macedonia,2024,total_renewable,,37.88
MT,Malta,2024,total_renewable,,59.21
NL,Netherlands,2024,total_renewable,,11.27
NO,Norway,2024,total_renewable,,35.24
PL,Poland,2024,total_renewable,,21.29
PT,Portugal,2024,total_renewable,,46.95
RO,Romania,2024,total_renewable,,28.1
RS,Serbia,2024,total_renewable,,37.24
SE,Sweden,2024,total_renewable,,67.83
SI,Slovenia,2024,total_renewable,,33.66
SK,Slovakia,2024,total_renewable,,20.43
XK,Kosovo,2024,total_renewable,,42.81
BE,Belgium,2024,total_renewable,,11.49
DK,Denmark,2024,total_renewable,,58.11
EA20,EA20,2024,total_renewable,,24.63
EA21,EA21,2024,total_renewable,,24.63
ES,Spain,2024,total_renewable,,21.62
HU,Hungary,2024,total_renewable,,22.62
IT,Italy,2024,total_renewable,,20.29
LU,Luxembourg,2024,total_renewable,,28.53
AL,Albania,2024,total_renewable,,0.22
AT,Austria,2024,total_renewable,,14.59
BE,Belgium,2024,total_renewable,,12.72
BG,Bulgaria,2024,total_renewable,,8.2
CY,Cyprus,2024,total_renewable,,7.39
CZ,Czechia,2024,total_renewable,,5.74
DE,Germany,2024,total_renewable,,12.37
DK,Denmark,2024,total_renewable,,14.12
EA20,EA20,2024,total_renewable,,11.56
EA21,EA21,2024,total_renewable,,19.75
EE,Estonia,2024,total_renewable,,7.71
EL,Greece,2024,total_renewable,,3.87
ES,Spain,2024,total_renewable,,11.3
FI,Finland,2024,total_renewable,,20.33
FR,France,2024,total_renewable,,10.79
GE,Georgia,2024,total_renewable,,1.22
HR,Croatia,2024,total_renewable,,0.94
HU,Hungary,2024,total_renewable,,7.92
IE,Ireland,2024,total_renewable,,8.66
IS,Iceland,2024,total_renewable,,11.19
IT,Italy,2024,total_renewable,,9.95
LT,Lithuania,2024,total_renewable,,8.98
LU,Luxembourg,2024,total_renewable,,9.46
LV,Latvia,2024,total_renewable,,8.78
MD,Moldova,2024,total_renewable,,0.06
ME,Montenegro,2024,total_renewable,,0.29
MK,North Macedonia,2024,total_renewable,,0.0
MT,Malta,2024,total_renewable,,11.35
NL,Netherlands,2024,total_renewable,,19.75
NO,Norway,2024,total_renewable,,33.57
PL,Poland,2024,total_renewable,,6.03
PT,Portugal,2024,total_renewable,,14.33
RO,Romania,2024,total_renewable,,8.4
RS,Serbia,2024,total_renewable,,0.59
SE,Sweden,2024,total_renewable,,26.4
SI,Slovenia,2024,total_renewable,,9.24
SK,Slovakia,2024,total_renewable,,9.61
XK,Kosovo,2024,total_renewable,,0.0
BE,Belgium,2024,total_renewable,,68.0
DE,Germany,2024,total_renewable,,22.15
DK,Denmark,2024,total_renewable,,72.0
EA20,EA20,2024,total_renewable,,24.23
EA21,EA21,2024,total_renewable,,24.23
ES,Spain,2024,total_renewable,,82.0
HU,Hungary,2024,total_renewable,,23.0
IT,Italy,2024,total_renewable,,28.0
LU,Luxembourg,2024,total_renewable,,84.0
