country_code,country_name,year,sector,consumption_mtoe
AL,Albania,2000,industry,0.008934
AT,Austria,2000,industry,0.409939
BE,Belgium,2000,industry,0.7105170000000001
BG,Bulgaria,2000,industry,0.352417
CY,Cyprus,2000,industry,0.03236
CZ,Czechia,2000,industry,2.7473829999999997
DE,Germany,2000,industry,4.302991
DK,Denmark,2000,industry,0.265346
EE,Estonia,2000,industry,0.026098
EL,Greece,2000,industry,0.853163
ES,Spain,2000,industry,0.638229
FI,Finland,2000,industry,0.341103
FR,France,2000,industry,1.673999
HR,Croatia,2000,industry,0.060762000000000004
HU,Hungary,2000,industry,0.154518
IE,Ireland,2000,industry,0.11263899999999999
IS,Iceland,2000,industry,0.097605
IT,Italy,2000,industry,1.4809780000000001
LT,Lithuania,2000,industry,0.011998
LU,Luxembourg,2000,industry,0.10821800000000001
LV,Latvia,2000,industry,0.012366
MK,North Macedonia,2000,industry,0.09647499999999999
MT,Malta,2000,industry,0.0
NL,Netherlands,2000,industry,0.099128
NO,Norway,2000,industry,0.850179
PL,Poland,2000,industry,6.1600969999999995
PT,Portugal,2000,industry,0.38877
RO,Romania,2000,industry,0.29434699999999997
RS,Serbia,2000,industry,0.6831929999999999
SE,Sweden,2000,industry,0.502914
SI,Slovenia,2000,industry,0.086384
SK,Slovakia,2000,industry,0.6205729999999999
TR,Turkey,2000,industry,8.028068000000001
UA,Ukraine,2000,industry,3.4760210000000002
UK,United Kingdom,2000,industry,2.120467
XK,Kosovo,2000,industry,0.025608
AL,Albania,2000,industry,0.0
AT,Austria,2000,industry,0.17516
BE,Belgium,2000,industry,0.564312
BG,Bulgaria,2000,industry,0.136295
CY,Cyprus,2000,industry,0.0
CZ,Czechia,2000,industry,0.575461
DE,Germany,2000,industry,3.086794
DK,Denmark,2000,industry,0.0
EE,Estonia,2000,industry,0.0
EL,Greece,2000,industry,0.0
ES,Spain,2000,industry,0.235996
FI,Finland,2000,industry,0.198586
FR,France,2000,industry,0.027558
HR,Croatia,2000,industry,0.0031379999999999997
HU,Hungary,2000,industry,0.130536
IE,Ireland,2000,industry,0.0
IS,Iceland,2000,industry,0.0
IT,Italy,2000,industry,0.29632200000000003
LT,Lithuania,2000,industry,0.0
LU,Luxembourg,2000,industry,0.0
LV,Latvia,2000,industry,0.0
MK,North Macedonia,2000,industry,0.0
MT,Malta,2000,industry,0.0
NL,Netherlands,2000,industry,0.155552
NO,Norway,2000,industry,0.030596
PL,Poland,2000,industry,1.246905
PT,Portugal,2000,industry,0.040422
RO,Romania,2000,industry,0.43457799999999996
RS,Serbia,2000,industry,0.0
SE,Sweden,2000,industry,0.199236
SI,Slovenia,2000,industry,0.0
SK,Slovakia,2000,industry,0.370104
TR,Turkey,2000,industry,0.748495
UA,Ukraine,2000,industry,3.82506
UK,United Kingdom,2000,industry,0.290358
XK,Kosovo,2000,industry,0.0
AL,Albania,2000,industry,0.078332
AT,Austria,2000,industry,1.7784179999999998
BE,Belgium,2000,industry,3.428031
BG,Bulgaria,2000,industry,0.738091
CY,Cyprus,2000,industry,0.038348999999999994
CZ,Czechia,2000,industry,1.628891
DE,Germany,2000,industry,18.193465
DK,Denmark,2000,industry,0.8592430000000001
EE,Estonia,2000,industry,0.15761
EL,Greece,2000,industry,1.164832
ES,Spain,2000,industry,7.363715
FI,Finland,2000,industry,3.688564
FR,France,2000,industry,11.578332
HR,Croatia,2000,industry,0.24643199999999998
HU,Hungary,2000,industry,0.756578
IE,Ireland,2000,industry,0.664402
IS,Iceland,2000,industry,0.45055900000000004
IT,Italy,2000,industry,12.196647
LT,Lithuania,2000,industry,0.19724799999999998
LU,Luxembourg,2000,industry,0.278782
LV,Latvia,2000,industry,0.12321599999999999
MK,North Macedonia,2000,industry,0.134136
MT,Malta,2000,industry,0.043336
NL,Netherlands,2000,industry,3.466408
NO,Norway,2000,industry,4.433878
PL,Poland,2000,industry,3.429063
PT,Portugal,2000,industry,1.371797
RO,Romania,2000,industry,1.7118659999999999
RS,Serbia,2000,industry,0.5443680000000001
SE,Sweden,2000,industry,4.895787
SI,Slovenia,2000,industry,0.475408
SK,Slovakia,2000,industry,0.8375750000000001
TR,Turkey,2000,industry,3.962941
UA,Ukraine,2000,industry,5.184867000000001
UK,United Kingdom,2000,industry,9.811866
XK,Kosovo,2000,industry,0.020120000000000002
AL,Albania,2000,industry,0.000903
AT,Austria,2000,industry,2.063478
BE,Belgium,2000,industry,4.4909669999999995
BG,Bulgaria,2000,industry,1.197535
CY,Cyprus,2000,industry,0.0
CZ,Czechia,2000,industry,2.6016340000000002
DE,Germany,2000,industry,19.256814
DK,Denmark,2000,industry,0.7779210000000001
EE,Estonia,2000,industry,0.121797
EL,Greece,2000,industry,0.24378999999999998
ES,Spain,2000,industry,9.150504999999999
FI,Finland,2000,industry,0.8294279999999999
FR,France,2000,industry,12.347956
HR,Croatia,2000,industry,0.502859
HU,Hungary,2000,industry,1.370185
IE,Ireland,2000,industry,0.470056
IS,Iceland,2000,industry,0.0
IT,Italy,2000,industry,16.62515
LT,Lithuania,2000,industry,0.204235
LU,Luxembourg,2000,industry,0.299416
LV,Latvia,2000,industry,0.207373
MK,North Macedonia,2000,industry,0.006986
MT,Malta,2000,industry,0.0
NL,Netherlands,2000,industry,5.948772
NO,Norway,2000,industry,0.173367
PL,Poland,2000,industry,2.281664
PT,Portugal,2000,industry,0.658813
RO,Romania,2000,industry,3.976204
RS,Serbia,2000,industry,0.684802
SE,Sweden,2000,industry,0.302558
SI,Slovenia,2000,industry,0.49155200000000004
SK,Slovakia,2000,industry,1.1171110000000002
TR,Turkey,2000,industry,1.66681
UA,Ukraine,2000,industry,11.951913000000001
UK,United Kingdom,2000,industry,14.195679
XK,Kosovo,2000,industry,0.0
AL,Albania,2000,industry,0.0
AT,Austria,2000,industry,0.121811
BE,Belgium,2000,industry,0.426459
BG,Bulgaria,2000,industry,0.27216500000000005
CY,Cyprus,2000,industry,0.0
CZ,Czechia,2000,industry,0.780596
DE,Germany,2000,industry,0.900473
DK,Denmark,2000,industry,0.159406
EE,Estonia,2000,industry,0.043757
EL,Greece,2000,industry,0.0
ES,Spain,2000,industry,0.0
FI,Finland,2000,industry,1.231752
FR,France,2000,industry,0.0
HR,Croatia,2000,industry,0.024390000000000002
HU,Hungary,2000,industry,0.517006
IE,Ireland,2000,industry,0.0
IS,Iceland,2000,industry,0.0
IT,Italy,2000,industry,0.0
LT,Lithuania,2000,industry,0.164015
LU,Luxembourg,2000,industry,0.0
LV,Latvia,2000,industry,0.01574
MK,North Macedonia,2000,industry,0.10225
MT,Malta,2000,industry,0.0
NL,Netherlands,2000,industry,2.890585
NO,Norway,2000,industry,0.019370000000000002
PL,Poland,2000,industry,1.450272
PT,Portugal,2000,industry,0.127305
RO,Romania,2000,industry,0.468377
RS,Serbia,2000,industry,0.0
SE,Sweden,2000,industry,0.344177
SI,Slovenia,2000,industry,0.026273
SK,Slovakia,2000,industry,0.017866
TR,Turkey,2000,industry,0.386524
UA,Ukraine,2000,industry,7.134805
UK,United Kingdom,2000,industry,1.099408
XK,Kosovo,2000,industry,0.0
AL,Albania,2000,industry,0.113655
AT,Austria,2000,industry,0.571943
BE,Belgium,2000,industry,1.592046
BG,Bulgaria,2000,industry,0.850891
CY,Cyprus,2000,industry,0.373164
CZ,Czechia,2000,industry,0.684749
DE,Germany,2000,industry,5.208505
DK,Denmark,2000,industry,0.7503029999999999
EE,Estonia,2000,industry,0.088703
EL,Greece,2000,industry,1.969514
ES,Spain,2000,industry,5.790622999999999
FI,Finland,2000,industry,1.5118969999999998
FR,France,2000,industry,5.006403000000001
HR,Croatia,2000,industry,0.44346800000000003
HU,Hungary,2000,industry,0.269975
IE,Ireland,2000,industry,1.119566
IS,Iceland,2000,industry,0.113301
IT,Italy,2000,industry,6.696565
LT,Lithuania,2000,industry,0.17006
LU,Luxembourg,2000,industry,0.044659
LV,Latvia,2000,industry,0.15892599999999998
MK,North Macedonia,2000,industry,0.18827000000000002
MT,Malta,2000,industry,0.0
NL,Netherlands,2000,industry,2.613596
NO,Norway,2000,industry,0.772987
PL,Poland,2000,industry,1.835361
PT,Portugal,2000,industry,2.415968
RO,Romania,2000,industry,1.413762
RS,Serbia,2000,industry,0.248428
SE,Sweden,2000,industry,3.112047
SI,Slovenia,2000,industry,0.272571
SK,Slovakia,2000,industry,0.220452
TR,Turkey,2000,industry,4.856069000000001
UA,Ukraine,2000,industry,1.205699
UK,United Kingdom,2000,industry,6.1029279999999995
XK,Kosovo,2000,industry,0.072449
AL,Albania,2000,industry,0.0
AT,Austria,2000,industry,0.0
BE,Belgium,2000,industry,0.0
BG,Bulgaria,2000,industry,0.0
CY,Cyprus,2000,industry,0.0
CZ,Czechia,2000,industry,0.0
DE,Germany,2000,industry,0.0
DK,Denmark,2000,industry,0.0
EE,Estonia,2000,industry,0.00197
EL,Greece,2000,industry,0.0
ES,Spain,2000,industry,0.0
FI,Finland,2000,industry,0.297253
FR,France,2000,industry,0.0
HR,Croatia,2000,industry,0.0
HU,Hungary,2000,industry,0.0
IE,Ireland,2000,industry,0.0
IS,Iceland,2000,industry,0.0
IT,Italy,2000,industry,0.0
LT,Lithuania,2000,industry,0.0011200000000000001
LU,Luxembourg,2000,industry,0.0
LV,Latvia,2000,industry,0.0
MK,North Macedonia,2000,industry,0.0
MT,Malta,2000,industry,0.0
NL,Netherlands,2000,industry,0.0
NO,Norway,2000,industry,0.0
PL,Poland,2000,industry,0.0
PT,Portugal,2000,industry,0.0
RO,Romania,2000,industry,0.0
RS,Serbia,2000,industry,0.0
SE,Sweden,2000,industry,0.0025800000000000003
SI,Slovenia,2000,industry,0.0
SK,Slovakia,2000,industry,0.0
TR,Turkey,2000,industry,0.0
UA,Ukraine,2000,industry,0.0
UK,United Kingdom,2000,industry,0.0
XK,Kosovo,2000,industry,0.0
AL,Albania,2000,industry,0.067068
AT,Austria,2000,industry,0.7049059999999999
BE,Belgium,2000,industry,0.255374
BG,Bulgaria,2000,industry,0.033868
CY,Cyprus,2000,industry,0.000979
CZ,Czechia,2000,industry,0.12828
DE,Germany,2000,industry,0.453353
DK,Denmark,2000,industry,0.13014699999999998
EE,Estonia,2000,industry,0.079249
EL,Greece,2000,industry,0.23383
ES,Spain,2000,industry,1.302453
FI,Finland,2000,industry,3.385736
FR,France,2000,industry,1.5629600000000001
HR,Croatia,2000,industry,0.052952
HU,Hungary,2000,industry,0.060164999999999996
IE,Ireland,2000,industry,0.100315
IS,Iceland,2000,industry,0.010366
IT,Italy,2000,industry,0.227606
LT,Lithuania,2000,industry,0.03148
LU,Luxembourg,2000,industry,0.0
LV,Latvia,2000,industry,0.058923
MK,North Macedonia,2000,industry,0.001911
MT,Malta,2000,industry,0.0
NL,Netherlands,2000,industry,0.061431
NO,Norway,2000,industry,0.592386
PL,Poland,2000,industry,0.6251789999999999
PT,Portugal,2000,industry,1.264379
RO,Romania,2000,industry,0.261321
RS,Serbia,2000,industry,0.0
SE,Sweden,2000,industry,4.334026
SI,Slovenia,2000,industry,0.074711
SK,Slovakia,2000,industry,0.090714
TR,Turkey,2000,industry,0.096971
UA,Ukraine,2000,industry,0.0
UK,United Kingdom,2000,industry,0.280811
XK,Kosovo,2000,industry,0.03179
AL,Albania,2000,industry,0.0
AT,Austria,2000,industry,0.0
BE,Belgium,2000,industry,0.0
BG,Bulgaria,2000,industry,0.0
CY,Cyprus,2000,industry,0.0
CZ,Czechia,2000,industry,0.0
DE,Germany,2000,industry,0.0
DK,Denmark,2000,industry,0.0
EE,Estonia,2000,industry,0.060308999999999995
EL,Greece,2000,industry,0.0
ES,Spain,2000,industry,0.0
FI,Finland,2000,industry,0.0
FR,France,2000,industry,0.0
HR,Croatia,2000,industry,0.0
HU,Hungary,2000,industry,0.0
IE,Ireland,2000,industry,0.0
IS,Iceland,2000,industry,0.0
IT,Italy,2000,industry,0.0
LT,Lithuania,2000,industry,0.0
LU,Luxembourg,2000,industry,0.0
LV,Latvia,2000,industry,0.0
MK,North Macedonia,2000,industry,0.0
MT,Malta,2000,industry,0.0
NL,Netherlands,2000,industry,0.0
NO,Norway,2000,industry,0.0
PL,Poland,2000,industry,0.0
PT,Portugal,2000,industry,0.0
RO,Romania,2000,industry,0.0
RS,Serbia,2000,industry,0.0
SE,Sweden,2000,industry,0.0
SI,Slovenia,2000,industry,0.0
SK,Slovakia,2000,industry,0.0
TR,Turkey,2000,industry,0.0
UA,Ukraine,2000,industry,0.0
UK,United Kingdom,2000,industry,0.0
XK,Kosovo,2000,industry,0.0
AL,Albania,2000,industry,0.268892
AT,Austria,2000,industry,5.959744
BE,Belgium,2000,industry,11.592049999999999
BG,Bulgaria,2000,industry,3.589527
CY,Cyprus,2000,industry,0.444853
CZ,Czechia,2000,industry,9.195503
DE,Germany,2000,industry,51.402396
DK,Denmark,2000,industry,2.9440630000000003
EE,Estonia,2000,industry,0.579493
EL,Greece,2000,industry,4.46513
ES,Spain,2000,industry,24.48152
FI,Finland,2000,industry,11.505218000000001
FR,France,2000,industry,32.197207999999996
HR,Croatia,2000,industry,1.335338
HU,Hungary,2000,industry,3.258963
IE,Ireland,2000,industry,2.466978
IS,Iceland,2000,industry,0.6718310000000001
IT,Italy,2000,industry,37.585368
LT,Lithuania,2000,industry,0.780156
LU,Luxembourg,2000,industry,0.737486
LV,Latvia,2000,industry,0.576545
MK,North Macedonia,2000,industry,0.530028
MT,Malta,2000,industry,0.043336
NL,Netherlands,2000,industry,15.235472
NO,Norway,2000,industry,6.8775640000000005
PL,Poland,2000,industry,17.103896
PT,Portugal,2000,industry,6.267453000000001
RO,Romania,2000,industry,8.601751
RS,Serbia,2000,industry,2.160791
SE,Sweden,2000,industry,13.693325000000002
SI,Slovenia,2000,industry,1.4269
SK,Slovakia,2000,industry,3.5030419999999998
TR,Turkey,2000,industry,19.745879000000002
UA,Ukraine,2000,industry,32.778364
UK,United Kingdom,2000,industry,33.902806
XK,Kosovo,2000,industry,0.149968
AL,Albania,2000,industry,0.0
AT,Austria,2000,industry,0.13408799999999998
BE,Belgium,2000,industry,0.12434300000000001
BG,Bulgaria,2000,industry,0.008263999999999999
CY,Cyprus,2000,industry,0.0
CZ,Czechia,2000,industry,0.04851
DE,Germany,2000,industry,0.0
DK,Denmark,2000,industry,0.001696
EE,Estonia,2000,industry,0.0
EL,Greece,2000,industry,0.0
ES,Spain,2000,industry,0.0
FI,Finland,2000,industry,0.020899
FR,France,2000,industry,0.0
HR,Croatia,2000,industry,0.001338
HU,Hungary,2000,industry,0.0
IE,Ireland,2000,industry,0.0
IS,Iceland,2000,industry,0.0
IT,Italy,2000,industry,0.0621
LT,Lithuania,2000,industry,0.0
LU,Luxembourg,2000,industry,0.006412
LV,Latvia,2000,industry,0.0
MK,North Macedonia,2000,industry,0.0
MT,Malta,2000,industry,0.0
NL,Netherlands,2000,industry,0.0
NO,Norway,2000,industry,0.004801000000000001
PL,Poland,2000,industry,0.07535599999999999
PT,Portugal,2000,industry,0.0
RO,Romania,2000,industry,0.041296
RS,Serbia,2000,industry,0.0
SE,Sweden,2000,industry,0.0
SI,Slovenia,2000,industry,0.0
SK,Slovakia,2000,industry,0.228647
TR,Turkey,2000,industry,0.0
UA,Ukraine,2000,industry,0.0
UK,United Kingdom,2000,industry,0.0012900000000000001
XK,Kosovo,2000,industry,0.0
AL,Albania,2000,services,0.0
AT,Austria,2000,services,0.027257
BE,Belgium,2000,services,0.0
BG,Bulgaria,2000,services,0.002815
CY,Cyprus,2000,services,0.0
CZ,Czechia,2000,services,0.240957
DE,Germany,2000,services,0.30735700000000005
DK,Denmark,2000,services,0.0
EE,Estonia,2000,services,0.0044599999999999996
EL,Greece,2000,services,0.0
ES,Spain,2000,services,0.019974
FI,Finland,2000,services,0.0
FR,France,2000,services,0.257739
HR,Croatia,2000,services,0.003984
HU,Hungary,2000,services,0.023169000000000002
IE,Ireland,2000,services,0.0
IS,Iceland,2000,services,0.0
IT,Italy,2000,services,0.0
LT,Lithuania,2000,services,0.044818
LU,Luxembourg,2000,services,0.0
LV,Latvia,2000,services,0.034668
MK,North Macedonia,2000,services,0.000968
MT,Malta,2000,services,0.0
NL,Netherlands,2000,services,0.00047799999999999996
NO,Norway,2000,services,0.0
PL,Poland,2000,services,0.524283
PT,Portugal,2000,services,0.0
RO,Romania,2000,services,0.001924
RS,Serbia,2000,services,0.0
SE,Sweden,2000,services,0.0
SI,Slovenia,2000,services,0.0
SK,Slovakia,2000,services,0.189106
TR,Turkey,2000,services,0.178194
UA,Ukraine,2000,services,0.0
UK,United Kingdom,2000,services,0.039847
XK,Kosovo,2000,services,0.004472
AL,Albania,2000,services,0.0
AT,Austria,2000,services,0.0
BE,Belgium,2000,services,0.0
BG,Bulgaria,2000,services,0.0
CY,Cyprus,2000,services,0.0
CZ,Czechia,2000,services,0.0
DE,Germany,2000,services,0.0025369999999999998
DK,Denmark,2000,services,0.0
EE,Estonia,2000,services,0.0
EL,Greece,2000,services,0.0
ES,Spain,2000,services,0.037898
FI,Finland,2000,services,0.0
FR,France,2000,services,0.0
HR,Croatia,2000,services,0.0006879999999999999
HU,Hungary,2000,services,0.0
IE,Ireland,2000,services,0.0
IS,Iceland,2000,services,0.0
IT,Italy,2000,services,0.0
LT,Lithuania,2000,services,0.0
LU,Luxembourg,2000,services,0.0
LV,Latvia,2000,services,0.0
MK,North Macedonia,2000,services,0.0
MT,Malta,2000,services,0.0
NL,Netherlands,2000,services,0.0
NO,Norway,2000,services,0.0
PL,Poland,2000,services,0.000129
PT,Portugal,2000,services,0.015757
RO,Romania,2000,services,0.0
RS,Serbia,2000,services,0.0
SE,Sweden,2000,services,0.0029660000000000003
SI,Slovenia,2000,services,0.0
SK,Slovakia,2000,services,0.0
TR,Turkey,2000,services,0.0
UA,Ukraine,2000,services,0.0
UK,United Kingdom,2000,services,0.0
XK,Kosovo,2000,services,0.0
AL,Albania,2000,services,0.05374
AT,Austria,2000,services,0.996217
BE,Belgium,2000,services,1.052107
BG,Bulgaria,2000,services,0.43981099999999995
CY,Cyprus,2000,services,0.107567
CZ,Czechia,2000,services,0.993895
DE,Germany,2000,services,10.787016
DK,Denmark,2000,services,0.85589
EE,Estonia,2000,services,0.120464
EL,Greece,2000,services,1.05417
ES,Spain,2000,services,4.301203999999999
FI,Finland,2000,services,1.142476
FR,France,2000,services,9.141273
HR,Croatia,2000,services,0.246158
HU,Hungary,2000,services,0.763543
IE,Ireland,2000,services,0.480653
IS,Iceland,2000,services,0.06543399999999999
IT,Italy,2000,services,4.866294
LT,Lithuania,2000,services,0.160963
LU,Luxembourg,2000,services,0.141633
LV,Latvia,2000,services,0.132932
MK,North Macedonia,2000,services,0.080997
MT,Malta,2000,services,0.043336
NL,Netherlands,2000,services,2.47601
NO,Norway,2000,services,1.770421
PL,Poland,2000,services,2.386586
PT,Portugal,2000,services,0.9705929999999999
RO,Romania,2000,services,0.336028
RS,Serbia,2000,services,0.025537
SE,Sweden,2000,services,2.182545
SI,Slovenia,2000,services,0.182803
SK,Slovakia,2000,services,0.45296600000000004
TR,Turkey,2000,services,1.896905
UA,Ukraine,2000,services,0.75761
UK,United Kingdom,2000,services,7.78031
XK,Kosovo,2000,services,0.027859000000000002
AL,Albania,2000,services,0.0
AT,Austria,2000,services,0.5969690000000001
BE,Belgium,2000,services,1.5453050000000002
BG,Bulgaria,2000,services,0.012253
CY,Cyprus,2000,services,0.0
CZ,Czechia,2000,services,1.10374
DE,Germany,2000,services,5.803955
DK,Denmark,2000,services,0.160382
EE,Estonia,2000,services,0.010662000000000001
EL,Greece,2000,services,0.008599
ES,Spain,2000,services,0.545804
FI,Finland,2000,services,0.026978000000000002
FR,France,2000,services,4.539096
HR,Croatia,2000,services,0.080202
HU,Hungary,2000,services,1.77313
IE,Ireland,2000,services,0.292691
IS,Iceland,2000,services,0.0
IT,Italy,2000,services,5.571754
LT,Lithuania,2000,services,0.031105
LU,Luxembourg,2000,services,0.148524
LV,Latvia,2000,services,0.044218
MK,North Macedonia,2000,services,0.0
MT,Malta,2000,services,0.0
NL,Netherlands,2000,services,3.227332
NO,Norway,2000,services,0.001075
PL,Poland,2000,services,0.9211520000000001
PT,Portugal,2000,services,0.057244
RO,Romania,2000,services,0.234609
RS,Serbia,2000,services,0.0
SE,Sweden,2000,services,0.032975000000000004
SI,Slovenia,2000,services,0.018723
SK,Slovakia,2000,services,1.360082
TR,Turkey,2000,services,0.41751900000000003
UA,Ukraine,2000,services,0.843315
UK,United Kingdom,2000,services,6.250322
XK,Kosovo,2000,services,0.0
AL,Albania,2000,services,0.0
AT,Austria,2000,services,0.382488
BE,Belgium,2000,services,0.014044000000000001
BG,Bulgaria,2000,services,0.099384
CY,Cyprus,2000,services,0.0
CZ,Czechia,2000,services,0.6135
DE,Germany,2000,services,0.0
DK,Denmark,2000,services,0.631604
EE,Estonia,2000,services,0.09014
EL,Greece,2000,services,0.0
ES,Spain,2000,services,0.0
FI,Finland,2000,services,0.75
FR,France,2000,services,0.0
HR,Croatia,2000,services,0.059469
HU,Hungary,2000,services,0.262133
IE,Ireland,2000,services,0.0
IS,Iceland,2000,services,0.148538
IT,Italy,2000,services,0.0
LT,Lithuania,2000,services,0.16798
LU,Luxembourg,2000,services,0.012035
LV,Latvia,2000,services,0.141683
MK,North Macedonia,2000,services,0.017651
MT,Malta,2000,services,0.0
NL,Netherlands,2000,services,0.282411
NO,Norway,2000,services,0.087752
PL,Poland,2000,services,0.5157160000000001
PT,Portugal,2000,services,0.004156
RO,Romania,2000,services,0.0
RS,Serbia,2000,services,0.0
SE,Sweden,2000,services,1.118205
SI,Slovenia,2000,services,0.074735
SK,Slovakia,2000,services,0.18472300000000003
TR,Turkey,2000,services,0.0
UA,Ukraine,2000,services,0.0
UK,United Kingdom,2000,services,1.295022
XK,Kosovo,2000,services,0.0020299999999999997
AL,Albania,2000,services,0.0445
AT,Austria,2000,services,0.439827
BE,Belgium,2000,services,0.863514
BG,Bulgaria,2000,services,0.094437
CY,Cyprus,2000,services,0.0
CZ,Czechia,2000,services,0.006118
DE,Germany,2000,services,8.904698
DK,Denmark,2000,services,0.134438
EE,Estonia,2000,services,0.052611
EL,Greece,2000,services,0.24814699999999998
ES,Spain,2000,services,1.709126
FI,Finland,2000,services,0.34256
FR,France,2000,services,4.352646
HR,Croatia,2000,services,0.129633
HU,Hungary,2000,services,0.07054600000000001
IE,Ireland,2000,services,0.379161
IS,Iceland,2000,services,0.0
IT,Italy,2000,services,0.962382
LT,Lithuania,2000,services,0.017906
LU,Luxembourg,2000,services,0.060590000000000005
LV,Latvia,2000,services,0.040034
MK,North Macedonia,2000,services,0.040773000000000004
MT,Malta,2000,services,0.0
NL,Netherlands,2000,services,0.195184
NO,Norway,2000,services,0.240886
PL,Poland,2000,services,0.397019
PT,Portugal,2000,services,0.34420100000000003
RO,Romania,2000,services,0.09469
RS,Serbia,2000,services,0.0
SE,Sweden,2000,services,1.059074
SI,Slovenia,2000,services,0.249197
SK,Slovakia,2000,services,0.01257
TR,Turkey,2000,services,0.0
UA,Ukraine,2000,services,0.0
UK,United Kingdom,2000,services,1.419299
XK,Kosovo,2000,services,0.024762
AL,Albania,2000,services,0.0
AT,Austria,2000,services,0.0
BE,Belgium,2000,services,0.0
BG,Bulgaria,2000,services,0.0
CY,Cyprus,2000,services,0.0
CZ,Czechia,2000,services,0.0
DE,Germany,2000,services,0.0
DK,Denmark,2000,services,0.0
EE,Estonia,2000,services,0.001077
EL,Greece,2000,services,0.0
ES,Spain,2000,services,0.0
FI,Finland,2000,services,0.00197
FR,France,2000,services,0.0
HR,Croatia,2000,services,0.0
HU,Hungary,2000,services,0.0
IE,Ireland,2000,services,0.003987
IS,Iceland,2000,services,0.0
IT,Italy,2000,services,0.0
LT,Lithuania,2000,services,0.0
LU,Luxembourg,2000,services,0.0
LV,Latvia,2000,services,0.00074
MK,North Macedonia,2000,services,0.0
MT,Malta,2000,services,0.0
NL,Netherlands,2000,services,0.0
NO,Norway,2000,services,0.0
PL,Poland,2000,services,0.0
PT,Portugal,2000,services,0.0
RO,Romania,2000,services,0.0016799999999999999
RS,Serbia,2000,services,0.0
SE,Sweden,2000,services,0.0
SI,Slovenia,2000,services,0.0
SK,Slovakia,2000,services,0.0
TR,Turkey,2000,services,0.0
UA,Ukraine,2000,services,0.0
UK,United Kingdom,2000,services,0.0
XK,Kosovo,2000,services,0.0
AL,Albania,2000,services,0.038693
AT,Austria,2000,services,0.096135
BE,Belgium,2000,services,0.001242
BG,Bulgaria,2000,services,0.009696999999999999
CY,Cyprus,2000,services,0.0
CZ,Czechia,2000,services,0.005011
DE,Germany,2000,services,0.014092
DK,Denmark,2000,services,0.045787
EE,Estonia,2000,services,0.008742000000000002
EL,Greece,2000,services,0.006712
ES,Spain,2000,services,0.059521
FI,Finland,2000,services,0.061598
FR,France,2000,services,0.215773
HR,Croatia,2000,services,0.00033400000000000004
HU,Hungary,2000,services,0.13375399999999998
IE,Ireland,2000,services,0.0
IS,Iceland,2000,services,0.029998999999999998
IT,Italy,2000,services,0.141755
LT,Lithuania,2000,services,0.040674999999999996
LU,Luxembourg,2000,services,0.00039
LV,Latvia,2000,services,0.078413
MK,North Macedonia,2000,services,0.002508
MT,Malta,2000,services,0.0
NL,Netherlands,2000,services,0.083314
NO,Norway,2000,services,0.025413
PL,Poland,2000,services,0.22057400000000002
PT,Portugal,2000,services,0.008336
RO,Romania,2000,services,0.00449
RS,Serbia,2000,services,0.0
SE,Sweden,2000,services,0.012993000000000001
SI,Slovenia,2000,services,0.0017439999999999999
SK,Slovakia,2000,services,0.0
TR,Turkey,2000,services,0.0
UA,Ukraine,2000,services,0.0
UK,United Kingdom,2000,services,0.043995
XK,Kosovo,2000,services,0.052976
AL,Albania,2000,services,0.0
AT,Austria,2000,services,0.0
BE,Belgium,2000,services,0.0
BG,Bulgaria,2000,services,0.0
CY,Cyprus,2000,services,0.0
CZ,Czechia,2000,services,0.0
DE,Germany,2000,services,0.0
DK,Denmark,2000,services,0.0
EE,Estonia,2000,services,0.0
EL,Greece,2000,services,0.0
ES,Spain,2000,services,0.0
FI,Finland,2000,services,0.0
FR,France,2000,services,0.0
HR,Croatia,2000,services,0.0
HU,Hungary,2000,services,0.0
IE,Ireland,2000,services,0.0
IS,Iceland,2000,services,0.0
IT,Italy,2000,services,0.0
LT,Lithuania,2000,services,0.0
LU,Luxembourg,2000,services,0.0
LV,Latvia,2000,services,0.0
MK,North Macedonia,2000,services,0.0
MT,Malta,2000,services,0.0
NL,Netherlands,2000,services,0.0
NO,Norway,2000,services,0.0
PL,Poland,2000,services,0.0
PT,Portugal,2000,services,0.0
RO,Romania,2000,services,0.0
RS,Serbia,2000,services,0.0
SE,Sweden,2000,services,0.0
SI,Slovenia,2000,services,0.0
SK,Slovakia,2000,services,0.0
TR,Turkey,2000,services,0.0
UA,Ukraine,2000,services,0.0
UK,United Kingdom,2000,services,0.0
XK,Kosovo,2000,services,0.0
AL,Albania,2000,services,0.136933
AT,Austria,2000,services,2.552293
BE,Belgium,2000,services,3.476212
BG,Bulgaria,2000,services,0.658397
CY,Cyprus,2000,services,0.107567
CZ,Czechia,2000,services,2.971701
DE,Germany,2000,services,25.819654999999997
DK,Denmark,2000,services,1.843292
EE,Estonia,2000,services,0.288156
EL,Greece,2000,services,1.3176269999999999
ES,Spain,2000,services,6.673527
FI,Finland,2000,services,2.325582
FR,France,2000,services,18.658385
HR,Croatia,2000,services,0.5204679999999999
HU,Hungary,2000,services,3.026274
IE,Ireland,2000,services,1.1564919999999999
IS,Iceland,2000,services,0.24397200000000002
IT,Italy,2000,services,11.542185
LT,Lithuania,2000,services,0.46344799999999997
LU,Luxembourg,2000,services,0.36317200000000005
LV,Latvia,2000,services,0.472688
